id,pmid,doi,url,has_summary_results,days_to_publication,days_to_summary,days_reg_to_start,days_reg_to_compl,days_reg_to_publ,is_c_tgov,recruitment_status,is_multicentric,phase,main_sponsor,intervention_type,completion_date,publication_date,enrollment,masking,allocation,start_date,lead_cities,has_publication,has_german_umc_lead,intovalue,is_dupe,has_pmid,has_trn_abstract,has_trn_ft_pmc,has_trn_ft_pdf,has_trn_secondary_id,has_trn_intovalue,has_trn_any,pmcid,has_pubmed,has_queried_pmcid,has_queried_doi,has_ft_pmc,has_ft_pdf,is_resolved,has_reg_pub_link,reference_type
NCT01336530,NA,NA,NA,FALSE,NA,NA,29,2132,NA,TRUE,Terminated,TRUE,Phase 3,Industry,Drug,2017-01-31,NA,40,Triple,Randomized,2011-04-30,Hannover,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01320254,29413685,10.1016/j.ejca.2017.12.028,https://pubmed.ncbi.nlm.nih.gov/29413685/,FALSE,509,NA,101,2002,2511,TRUE,Completed,TRUE,Phase 2,Other,Drug,2016-09-12,2018-02-03,93,None (Open Label),Randomized,2011-06-30,Hannover,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01242631,30232558,10.1007/s00432-018-2752-z,https://pubmed.ncbi.nlm.nih.gov/30232558/,FALSE,1633,NA,14,1231,2864,TRUE,Completed,TRUE,Phase 2,Other,Drug,2014-03-31,2018-09-19,25,None (Open Label),N/A,2010-11-30,Hannover,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01117662,NA,NA,NA,FALSE,NA,NA,764,2309,NA,TRUE,Terminated,TRUE,Phase 3,Other,Drug,2016-08-23,NA,13,Double,Randomized,2012-05-31,Hannover,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01046799,NA,NA,NA,FALSE,NA,NA,-649,1756,NA,TRUE,Completed,TRUE,Phase 3,Other,Drug,2014-10-31,NA,20,None (Open Label),N/A,2008-03-31,Hannover,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00998556,28934837,10.1093/eurheartj/ehx355,https://pubmed.ncbi.nlm.nih.gov/28934837/,FALSE,330,NA,254,2508,2838,TRUE,Completed,FALSE,Phase 2,Other,Drug,2016-08-31,2017-07-27,64,None (Open Label),Randomized,2010-06-30,Hannover,TRUE,TRUE,2,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,PMC5837241,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT00932971,30833068,10.1016/s1473-3099(18)30663-7,https://pubmed.ncbi.nlm.nih.gov/30833068/,FALSE,574,NA,-3,2952,3526,TRUE,Completed,TRUE,Phase 2,Other,Drug,2017-08-02,2019-02-27,70,Quadruple,Randomized,2009-06-30,Hannover,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT00860730,22541180,10.1016/j.athoracsur.2012.01.071,https://pubmed.ncbi.nlm.nih.gov/22541180/,FALSE,-1284,NA,-39,2425,1141,TRUE,Completed,TRUE,N/A,Industry,Device,2015-10-31,2012-04-25,150,None (Open Label),N/A,2009-01-31,Hannover,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT00808600,NA,NA,NA,FALSE,NA,NA,320,1873,NA,TRUE,Unknown status,FALSE,N/A,Other,Behavioral,2014-01-31,NA,132,None (Open Label),Randomized,2009-10-31,Hannover,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT00781807,22723614,10.1093/ejcts/ezs206,https://pubmed.ncbi.nlm.nih.gov/22723614/,FALSE,-678,NA,33,2010,1332,TRUE,Unknown status,TRUE,N/A,Other,Other,2014-04-30,2012-06-21,80,None (Open Label),N/A,2008-11-30,Hannover,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT00111345,23704089,10.1182/blood-2013-02-484097,https://pubmed.ncbi.nlm.nih.gov/23704089/,FALSE,-1408,NA,-414,4334,2926,TRUE,Unknown status,FALSE,Phase 2/Phase 3,Other,Drug,2017-03-31,2013-05-23,550,None (Open Label),Randomized,2004-03-31,Hannover Münster,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT03789448,NA,10.7554/elife.58487,https://clinicaltrials.gov/ct2/show/nct03789448,FALSE,1089,NA,-1567,-472,617,TRUE,Completed,TRUE,N/A,Other,Other,2017-08-31,2020-08-24,3019,None (Open Label),Randomized,2014-09-01,Heidelberg,TRUE,TRUE,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT03013322,31035187,10.1016/j.jcrc.2019.04.012,https://pubmed.ncbi.nlm.nih.gov/31035187/,FALSE,780,NA,-704,48,828,TRUE,Completed,FALSE,N/A,Other,Drug,2017-02-18,2019-04-09,20,Quadruple,Randomized,2015-01-28,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT02976532,28419537,10.1002/jor.23579,https://pubmed.ncbi.nlm.nih.gov/28419537/,FALSE,-161,NA,-1203,350,189,TRUE,Unknown status,FALSE,N/A,Other,Other,2017-10-31,2017-05-23,20,None (Open Label),N/A,2013-07-31,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT02957838,30087348,10.1038/s41467-018-05614-6,https://pubmed.ncbi.nlm.nih.gov/30087348/,FALSE,262,NA,37,390,652,TRUE,Completed,FALSE,N/A,Other,Dietary Supplement,2017-11-18,2018-08-07,23,Double,Randomized,2016-11-30,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,PMC6081440,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
NCT02948907,NA,NA,NA,FALSE,NA,NA,-355,254,NA,TRUE,Unknown status,FALSE,N/A,Other,Other,2017-05-31,NA,100,None (Open Label),N/A,2015-09-30,Heidelberg,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02881216,30302099,10.5114/aic.2018.78326,https://pubmed.ncbi.nlm.nih.gov/30302099/,FALSE,813,NA,-562,-46,767,TRUE,Completed,TRUE,N/A,Other,Device,2016-06-30,2018-09-21,814,None (Open Label),Non-Randomized,2015-01-31,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,PMC6173097,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
NCT02851108,31600221,10.1371/journal.pone.0222993,https://pubmed.ncbi.nlm.nih.gov/31600221/,TRUE,954,1107,125,245,1199,TRUE,Completed,FALSE,Phase 2,Other,Drug,2017-02-28,2019-10-10,100,None (Open Label),Randomized,2016-10-31,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,PMC6786573,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT02772146,NA,NA,NA,FALSE,NA,NA,2,259,NA,TRUE,Terminated,FALSE,N/A,Industry,Device,2017-01-23,NA,2,None (Open Label),N/A,2016-05-11,Heidelberg,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02679677,NA,10.1183/13993003.congress-2016.pa2216,https://erj.ersjournals.com/content/48/suppl_60/pa2216,FALSE,NA,NA,-263,195,NA,TRUE,Unknown status,TRUE,N/A,Other,Device,2016-07-31,NA,40,Single,Randomized,2015-04-30,Heidelberg,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02637544,32077514,10.1111/joor.12952,https://pubmed.ncbi.nlm.nih.gov/32077514/,FALSE,1286,NA,-519,335,1621,TRUE,Unknown status,FALSE,N/A,Other,Other,2016-08-31,2020-03-09,40,Triple,Randomized,2014-04-30,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT02575612,27821317,10.1016/j.ejca.2016.09.034,https://pubmed.ncbi.nlm.nih.gov/27821317/,FALSE,615,NA,-438,-226,389,TRUE,Completed,FALSE,N/A,Other,Procedure,2015-02-28,2016-11-04,50,None (Open Label),N/A,2014-07-31,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT02560220,31990685,10.1172/jci133595,https://pubmed.ncbi.nlm.nih.gov/31990685/,FALSE,1015,NA,-1,621,1636,TRUE,Completed,FALSE,Phase 1,Other,Biological,2017-04-18,2020-01-28,14,None (Open Label),N/A,2015-08-05,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,PMC7190926,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,derived
NCT02454634,NA,10.1200/jco.2018.36.15_suppl.2001,https://ascopubs.org/doi/abs/10.1200/jco.2018.36.15_suppl.2001,FALSE,NA,NA,49,861,NA,TRUE,Completed,TRUE,Phase 1,Other,Drug,2017-09-19,NA,39,None (Open Label),N/A,2015-06-30,Heidelberg,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02377154,27560200,10.1055/s-0042-105566,https://pubmed.ncbi.nlm.nih.gov/27560200/,FALSE,86,NA,15,473,559,TRUE,Completed,FALSE,N/A,Other,Device,2016-05-31,2016-08-25,150,None (Open Label),N/A,2015-02-28,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT02360033,31657011,10.1111/famp.12492,https://pubmed.ncbi.nlm.nih.gov/31657011/,FALSE,757,NA,10,983,1740,TRUE,Completed,FALSE,N/A,Other,Behavioral,2017-09-30,2019-10-27,38,None (Open Label),Randomized,2015-01-31,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT02358720,29843899,10.1016/j.radonc.2018.04.030,https://pubmed.ncbi.nlm.nih.gov/29843899/,FALSE,511,NA,-27,704,1215,TRUE,Unknown status,FALSE,Phase 1/Phase 2,Other,Radiation,2016-12-31,2018-05-26,60,None (Open Label),Randomized,2014-12-31,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT02290613,31655622,10.1186/s13075-019-1981-0,https://pubmed.ncbi.nlm.nih.gov/31655622/,TRUE,664,717,-122,1157,1821,TRUE,Completed,FALSE,Phase 2,Other,Drug,2017-12-31,2019-10-26,38,Quadruple,Randomized,2014-07-01,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC6815440,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT02130128,NA,NA,NA,FALSE,NA,NA,2,247,NA,TRUE,Terminated,FALSE,N/A,Industry,Device,2014-12-31,NA,6,None (Open Label),N/A,2014-04-30,Heidelberg,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02126085,27785516,10.1001/jama.2016.16623,https://pubmed.ncbi.nlm.nih.gov/27785516/,FALSE,148,NA,7,769,917,TRUE,Completed,FALSE,N/A,Other,Procedure,2016-05-31,2016-10-26,150,None (Open Label),Randomized,2014-04-30,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT02125344,30528802,10.1016/j.ejca.2018.10.015,https://pubmed.ncbi.nlm.nih.gov/30528802/,FALSE,674,NA,253,1014,1688,TRUE,Completed,FALSE,Phase 3,Other,Drug,2017-01-30,2018-12-05,961,None (Open Label),Randomized,2014-12-31,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT02107534,NA,10.1007/s11145-016-9632-1,https://link.springer.com/article/10.1007%2fs11145-016-9632-1,FALSE,459,NA,-793,211,670,TRUE,Unknown status,FALSE,N/A,Other,Behavioral,2014-10-31,2016-02-02,42,Single,Randomized,2012-01-31,Heidelberg,TRUE,TRUE,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02054351,NA,10.1200/jco.2014.32.15_suppl.tps5623,https://ascopubs.org/doi/abs/10.1200/jco.2014.32.15_suppl.tps5623,FALSE,NA,NA,-29,1147,NA,TRUE,Completed,TRUE,Phase 1,Industry,Drug,2017-03-21,NA,72,None (Open Label),N/A,2013-12-31,Heidelberg,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT02025205,27580428,10.1164/rccm.201607-1383oc,https://pubmed.ncbi.nlm.nih.gov/27580428/,TRUE,-134,642,253,1180,1046,TRUE,Completed,TRUE,N/A,Industry,Device,2017-03-15,2016-11-01,93,None (Open Label),Randomized,2014-08-31,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT02015312,NA,NA,NA,FALSE,NA,NA,-202,1423,NA,TRUE,Completed,FALSE,Phase 2,Other,Drug,2017-10-11,NA,38,Quadruple,Randomized,2013-04-30,Heidelberg,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01949064,NA,NA,NA,FALSE,NA,NA,-779,136,NA,TRUE,Completed,FALSE,Phase 2,Other,Device,2014-01-31,NA,44,Single,Randomized,2011-07-31,Heidelberg,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01879878,31250356,10.1007/s10637-019-00826-z,https://pubmed.ncbi.nlm.nih.gov/31250356/,FALSE,1274,NA,201,931,2205,TRUE,Unknown status,FALSE,N/A,Other,Dietary Supplement,2015-12-31,2019-06-27,40,Triple,Randomized,2013-12-31,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,PMC7211206,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
NCT01858987,30069876,10.1002/bjs.10902,https://pubmed.ncbi.nlm.nih.gov/30069876/,FALSE,1427,NA,-561,455,1882,TRUE,Completed,FALSE,N/A,Other,Procedure,2014-08-14,2018-07-11,138,Double,Randomized,2011-11-02,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01850875,28066274,10.3389/fpsyt.2016.00201,https://pubmed.ncbi.nlm.nih.gov/28066274/,FALSE,355,NA,38,982,1337,TRUE,Completed,FALSE,N/A,Other,Behavioral,2015-12-31,2016-12-20,40,Single,Randomized,2013-05-31,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC5167699,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01801306,27251155,10.1007/s12028-016-0284-4,https://pubmed.ncbi.nlm.nih.gov/27251155/,FALSE,824,NA,34,368,1192,TRUE,Completed,FALSE,N/A,Industry,Device,2014-02-28,2016-06-01,3,None (Open Label),N/A,2013-03-31,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NA
NCT01769313,NA,NA,NA,FALSE,NA,NA,17,655,NA,TRUE,Completed,FALSE,Phase 4,Industry,Device,2014-10-31,NA,30,Single,Randomized,2013-01-31,Heidelberg,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01719263,26899390,10.1016/s2213-2600(16)00045-x,https://pubmed.ncbi.nlm.nih.gov/26899390/,FALSE,108,NA,247,1100,1208,TRUE,Completed,TRUE,N/A,Industry,Device,2015-10-31,2016-02-16,69,None (Open Label),Randomized,2013-06-30,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01666600,NA,NA,NA,FALSE,NA,NA,50,1906,NA,TRUE,Terminated,TRUE,Phase 1/Phase 2,Other,Drug,2017-09-30,NA,63,None (Open Label),Randomized,2012-08-31,Heidelberg,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01665885,NA,NA,NA,FALSE,NA,NA,18,1204,NA,TRUE,Unknown status,FALSE,Phase 2,Other,Device,2015-11-30,NA,60,Single,Randomized,2012-08-31,Heidelberg,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01645150,28667563,10.1007/s00520-017-3788-3,https://pubmed.ncbi.nlm.nih.gov/28667563/,FALSE,547,NA,-11,1298,1845,TRUE,Completed,FALSE,N/A,Other,Behavioral,2015-12-31,2017-06-30,20,None (Open Label),Non-Randomized,2012-05-31,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01641185,27084659,10.1016/j.ijrobp.2016.02.025,https://pubmed.ncbi.nlm.nih.gov/27084659/,FALSE,43,NA,-36,1273,1316,TRUE,Completed,FALSE,Phase 2,Other,Procedure,2015-12-31,2016-02-12,92,None (Open Label),Randomized,2012-05-31,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,reference
NCT01620710,25216858,10.1016/j.ijrobp.2014.07.015,https://pubmed.ncbi.nlm.nih.gov/25216858/,FALSE,-752,NA,-105,1935,1183,TRUE,Completed,FALSE,Phase 2,Other,Radiation,2017-09-30,2015-09-09,80,None (Open Label),Non-Randomized,2012-02-29,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,results_reference
NCT01619657,30409023,10.1164/rccm.201807-1203oc,https://pubmed.ncbi.nlm.nih.gov/30409023/,FALSE,558,NA,18,1967,2525,TRUE,Completed,TRUE,Phase 2,Other,Drug,2017-10-31,2019-05-12,42,Quadruple,Randomized,2012-06-30,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01617980,NA,NA,NA,FALSE,NA,NA,20,720,NA,TRUE,Terminated,FALSE,N/A,Other,Other,2014-03-31,NA,4,None (Open Label),N/A,2012-04-30,Heidelberg,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01498835,27255678,10.1186/s13014-016-0654-2,https://pubmed.ncbi.nlm.nih.gov/27255678/,FALSE,461,NA,70,1165,1626,TRUE,Completed,TRUE,Phase 1,Other,Drug,2015-02-28,2016-06-03,9,None (Open Label),N/A,2012-02-29,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC4891890,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01486329,26137397,10.1080/2162402x.2014.1001217,https://pubmed.ncbi.nlm.nih.gov/26137397/,FALSE,117,NA,29,1125,1242,TRUE,Completed,FALSE,Phase 1,Industry,Biological,2014-12-31,2015-04-27,72,Quadruple,Randomized,2011-12-31,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,PMC4485742,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,NA
NCT01473966,NA,NA,NA,FALSE,NA,NA,20,963,NA,TRUE,Unknown status,FALSE,N/A,Other,Dietary Supplement,2014-06-30,NA,120,None (Open Label),Randomized,2011-11-30,Heidelberg,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01468766,25096607,10.1093/annonc/mdu374,https://pubmed.ncbi.nlm.nih.gov/25096607/,FALSE,5,NA,-225,1024,1029,TRUE,Completed,FALSE,N/A,Other,Other,2014-07-31,2014-08-05,160,Single,Randomized,2011-02-28,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,results_reference
NCT01422499,31823832,10.1186/s13148-019-0775-1,https://pubmed.ncbi.nlm.nih.gov/31823832/,FALSE,991,NA,241,2060,3051,TRUE,Completed,TRUE,Phase 1/Phase 2,Other,Drug,2017-03-24,2019-12-10,50,None (Open Label),N/A,2012-03-31,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC6902473,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01409824,23574764,10.1186/1472-6947-13-44,https://pubmed.ncbi.nlm.nih.gov/23574764/,FALSE,-385,NA,-794,1001,616,TRUE,Unknown status,FALSE,N/A,Other,Other,2014-04-30,2013-04-10,36,None (Open Label),Non-Randomized,2009-05-31,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,PMC3637082,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01394367,NA,NA,NA,FALSE,NA,NA,-363,1433,NA,TRUE,Completed,FALSE,N/A,Other,Other,2015-05-31,NA,90,None (Open Label),Randomized,2010-06-30,Heidelberg,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01372735,NA,NA,NA,FALSE,NA,NA,83,2275,NA,TRUE,Unknown status,TRUE,Phase 1/Phase 2,Other,Radiation,2017-08-31,NA,46,None (Open Label),Non-Randomized,2011-08-31,Heidelberg,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01362582,NA,NA,NA,FALSE,NA,NA,-239,1405,NA,TRUE,Terminated,TRUE,Phase 3,Other,Drug,2014-09-30,NA,32,None (Open Label),Randomized,2010-03-31,Heidelberg,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01301430,28967558,10.1016/j.ymthe.2017.08.016,https://pubmed.ncbi.nlm.nih.gov/28967558/,FALSE,816,NA,221,1560,2376,TRUE,Completed,FALSE,Phase 1/Phase 2,Industry,Drug,2015-05-31,2017-08-24,18,None (Open Label),N/A,2011-09-30,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,PMC5768665,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
NCT01277406,NA,10.1200/jco.2013.31.15_suppl.3625,https://ascopubs.org/doi/abs/10.1200/jco.2013.31.15_suppl.3625,FALSE,NA,NA,21,1510,NA,TRUE,Completed,TRUE,Phase 1/Phase 2,Industry,Drug,2015-02-28,NA,17,None (Open Label),Randomized,2011-01-31,Heidelberg,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01238770,28528917,10.1016/j.ygyno.2017.05.013,https://pubmed.ncbi.nlm.nih.gov/28528917/,FALSE,566,NA,20,1816,2382,TRUE,Completed,TRUE,Phase 1/Phase 2,Other,Drug,2015-10-31,2017-05-19,10,None (Open Label),N/A,2010-11-30,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01220752,NA,NA,NA,FALSE,NA,NA,49,2241,NA,TRUE,Unknown status,FALSE,Phase 2,Other,Radiation,2016-11-30,NA,30,None (Open Label),Non-Randomized,2010-11-30,Heidelberg,FALSE,TRUE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT01216696,29306769,10.1016/j.ejca.2017.12.001,https://pubmed.ncbi.nlm.nih.gov/29306769/,FALSE,492,NA,64,2165,2657,TRUE,Completed,FALSE,Phase 2,Other,Drug,2016-08-31,2018-01-05,25,None (Open Label),N/A,2010-11-30,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01192087,31586664,10.1016/j.ijrobp.2019.09.036,https://pubmed.ncbi.nlm.nih.gov/31586664/,FALSE,794,NA,670,2527,3321,TRUE,Unknown status,FALSE,Phase 1/Phase 2,Other,Drug,2017-07-31,2019-10-03,49,None (Open Label),N/A,2012-06-30,Heidelberg,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
