id,registry,lead_cities,has_publication,doi,pmid,url,publication_date,identification_step,publication_type,is_prospective,has_summary_results,summary_results_date,registration_date,start_date,completion_date,completion_year,primary_completion_date,primary_completion_year,days_cd_to_publication,days_pcd_to_publication,days_cd_to_summary,days_pcd_to_summary,days_reg_to_start,days_reg_to_cd,days_reg_to_pcd,days_reg_to_publication,recruitment_status,phase,enrollment,is_multicentric,main_sponsor,allocation,is_randomized,masking,intervention_type,center_size,has_german_umc_lead,facility_cities,iv_version,is_dupe
NCT02453451,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2015-05-13,2015-07-01,2017-04-01,2017,2017-01-01,2017,NA,NA,NA,NA,49,689,599,NA,Unknown status,Not given,40,FALSE,Other,Not given,NA,None (Open Label),Other,large,TRUE,NA,2,FALSE
NCT02415491,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2015-04-01,2015-05-01,2016-11-01,2016,2016-11-01,2016,NA,NA,NA,NA,30,580,580,NA,Unknown status,Not given,100,FALSE,Other,Not given,NA,None (Open Label),Other,large,TRUE,NA,2,FALSE
NCT02413957,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2015-01-12,2015-01-01,2016-01-01,2016,2016-01-01,2016,NA,NA,NA,NA,-11,354,354,NA,Completed,Not given,220,FALSE,Other,Randomized,TRUE,None (Open Label),Other,large,TRUE,NA,2,FALSE
NCT02382926,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2015-03-03,2014-10-01,2014-11-01,2014,2014-11-01,2014,NA,NA,NA,NA,-153,-122,-122,NA,Completed,Not given,10,TRUE,Other,Not given,NA,None (Open Label),Other,large,TRUE,NA,2,FALSE
NCT02368158,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2015-02-04,2013-10-01,2015-12-01,2015,2015-12-01,2015,NA,NA,NA,NA,-491,300,300,NA,Unknown status,Not given,40,TRUE,Other,Non-Randomized,FALSE,None (Open Label),Other,large,TRUE,NA,2,FALSE
NCT02350946,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2015-01-20,2015-01-01,2017-01-01,2017,2017-01-01,2017,NA,NA,NA,NA,-19,712,712,NA,Unknown status,Phase 2,40,FALSE,Other,Randomized,TRUE,Double,Drug,large,TRUE,NA,2,FALSE
NCT02315300,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2014-12-01,2014-11-01,2016-05-01,2016,2016-05-01,2016,NA,NA,NA,NA,-30,517,517,NA,Completed,Not given,62,FALSE,Other,Not given,NA,None (Open Label),Device,large,TRUE,NA,2,FALSE
NCT02077309,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2014-02-28,2014-08-01,2015-11-01,2015,2015-09-01,2015,NA,NA,NA,NA,154,611,550,NA,Terminated,Phase 3,4,TRUE,Other,Randomized,TRUE,Double,Drug,large,TRUE,NA,2,FALSE
NCT02027662,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2013-12-20,2014-01-01,2015-06-01,2015,2015-04-01,2015,NA,NA,NA,NA,12,528,467,NA,Completed,Phase 2/Phase 3,61,TRUE,Industry,Randomized,TRUE,None (Open Label),Drug,large,TRUE,NA,2,FALSE
NCT02004483,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2013-11-11,2010-08-01,2014-12-01,2014,2014-12-01,2014,NA,NA,NA,NA,-1198,385,385,NA,Completed,Not given,19,FALSE,Other,Not given,NA,None (Open Label),Procedure,large,TRUE,NA,2,FALSE
NCT02001480,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2013-10-23,2013-10-01,2015-12-01,2015,2015-12-01,2015,NA,NA,NA,NA,-22,769,769,NA,Completed,Not given,60,TRUE,Other,Not given,NA,None (Open Label),Device,large,TRUE,NA,2,FALSE
NCT01969045,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2013-10-21,2014-02-01,2016-02-01,2016,2016-02-01,2016,NA,NA,NA,NA,103,833,833,NA,Completed,Phase 4,30,FALSE,Other,Randomized,TRUE,Single,Device,large,TRUE,NA,2,FALSE
NCT01941550,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2013-07-22,2013-07-01,2016-01-01,2016,2016-01-01,2016,NA,NA,NA,NA,-21,893,893,NA,Terminated,Phase 2,11,FALSE,Other,Not given,NA,None (Open Label),Drug,large,TRUE,NA,2,FALSE
NCT01888796,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2013-06-20,2013-09-01,2014-12-01,2014,2014-12-01,2014,NA,NA,NA,NA,73,529,529,NA,Terminated,Phase 3,8,FALSE,Other,Randomized,TRUE,Double,Drug,large,TRUE,NA,2,FALSE
NCT01885403,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2013-06-20,2013-06-01,2016-04-01,2016,2015-12-01,2015,NA,NA,NA,NA,-19,1016,894,NA,Unknown status,Not given,50,FALSE,Other,Not given,NA,None (Open Label),Device,large,TRUE,NA,2,FALSE
NCT01839071,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2013-03-21,2010-06-01,2014-05-01,2014,2014-05-01,2014,NA,NA,NA,NA,-1024,406,406,NA,Completed,Not given,109,FALSE,Other,Not given,NA,None (Open Label),Procedure,large,TRUE,NA,2,FALSE
NCT01789112,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2013-02-08,2012-07-01,2017-06-30,2017,2017-06-30,2017,NA,NA,NA,NA,-222,1603,1603,NA,Completed,Not given,13,FALSE,Other,Not given,NA,None (Open Label),Other,large,TRUE,NA,2,FALSE
NCT01644071,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2012-06-20,2012-02-01,2014-06-01,2014,2014-02-01,2014,NA,NA,NA,NA,-140,711,591,NA,Completed,Not given,47,FALSE,Other,Not given,NA,Double,Drug,large,TRUE,NA,2,FALSE
NCT01644045,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2012-07-12,2012-08-01,2015-09-01,2015,2013-07-01,2013,NA,NA,NA,NA,20,1146,354,NA,Completed,Not given,17,FALSE,Other,Not given,NA,None (Open Label),Device,large,TRUE,NA,2,TRUE
NCT01644019,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2012-07-12,2012-08-01,2015-09-01,2015,2013-07-01,2013,NA,NA,NA,NA,20,1146,354,NA,Completed,Not given,28,FALSE,Other,Not given,NA,None (Open Label),Procedure,large,TRUE,NA,2,TRUE
NCT01341106,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2011-04-20,2011-04-01,2015-04-01,2015,2015-01-01,2015,NA,NA,NA,NA,-19,1442,1352,NA,Terminated,Phase 4,7,FALSE,Other,Not given,NA,None (Open Label),Drug,large,TRUE,NA,2,FALSE
NCT01266187,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2010-12-20,2011-07-01,2015-09-01,2015,2015-09-01,2015,NA,NA,NA,NA,193,1716,1716,NA,Terminated,Not given,16,FALSE,Other,Randomized,TRUE,None (Open Label),Procedure,large,TRUE,NA,2,FALSE
NCT01262729,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2010-12-16,2011-09-01,2014-12-01,2014,2014-11-01,2014,NA,NA,NA,NA,259,1446,1416,NA,Terminated,Phase 2,5,FALSE,Other,Randomized,TRUE,None (Open Label),Procedure,large,TRUE,NA,2,FALSE
NCT01242956,ClinicalTrials.gov,Aachen,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2010-11-16,2011-09-01,2015-09-01,2015,2014-11-01,2014,NA,NA,NA,NA,289,1750,1446,NA,Terminated,Phase 2,100,FALSE,Other,Randomized,TRUE,None (Open Label),Behavioral,large,TRUE,NA,2,FALSE
NCT03031002,ClinicalTrials.gov,Bochum,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2017-01-14,2015-02-01,2016-07-01,2016,2016-07-01,2016,NA,NA,NA,NA,-713,-197,-197,NA,Completed,Not given,77,TRUE,Other,Randomized,TRUE,None (Open Label),Behavioral,small,TRUE,NA,2,FALSE
NCT02705027,ClinicalTrials.gov,Bochum,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2016-02-18,2012-08-01,2016-08-01,2016,2016-07-01,2016,NA,NA,NA,NA,-1296,165,134,NA,Unknown status,Not given,64,TRUE,Other,Randomized,TRUE,None (Open Label),Device,small,TRUE,NA,2,FALSE
NCT02532166,ClinicalTrials.gov,Bochum,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2015-08-17,2012-01-01,2016-12-01,2016,2015-12-01,2015,NA,NA,NA,NA,-1324,472,106,NA,Unknown status,Not given,50,TRUE,Other,Not given,NA,None (Open Label),Other,small,TRUE,NA,2,FALSE
NCT02476500,ClinicalTrials.gov,Bochum,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2015-05-03,2015-05-01,2015-11-01,2015,2015-11-01,2015,NA,NA,NA,NA,-2,182,182,NA,Completed,Not given,150,FALSE,Other,Non-Randomized,FALSE,None (Open Label),Procedure,small,TRUE,NA,2,FALSE
NCT02475252,ClinicalTrials.gov,Bochum,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2015-05-03,2015-04-01,2016-01-01,2016,2016-01-01,2016,NA,NA,NA,NA,-32,243,243,NA,Terminated,Not given,15,FALSE,Other,Non-Randomized,FALSE,None (Open Label),Procedure,small,TRUE,NA,2,FALSE
NCT02077205,ClinicalTrials.gov,Bochum,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2014-02-04,2012-01-01,2015-12-01,2015,2014-06-01,2014,NA,NA,NA,NA,-765,665,117,NA,Unknown status,Not given,200,FALSE,Other,Not given,NA,None (Open Label),Behavioral,small,TRUE,NA,2,FALSE
NCT01913899,ClinicalTrials.gov,Bochum,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2013-07-30,2013-04-01,2014-03-01,2014,2013-12-01,2013,NA,NA,NA,NA,-120,214,124,NA,Unknown status,Not given,70,FALSE,Other,Randomized,TRUE,Single,Other,small,TRUE,NA,2,TRUE
NCT01627938,ClinicalTrials.gov,Bochum,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2012-05-30,2012-04-01,2016-04-01,2016,2015-04-01,2015,NA,NA,NA,NA,-59,1402,1036,NA,Unknown status,Phase 2,50,FALSE,Other,Randomized,TRUE,Quadruple,Drug,small,TRUE,NA,2,FALSE
NCT01590992,ClinicalTrials.gov,Bochum,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2012-04-11,2012-05-01,2017-12-01,2017,2017-12-01,2017,NA,NA,NA,NA,20,2060,2060,NA,Completed,Not given,175,FALSE,Other,Randomized,TRUE,Double,Behavioral,small,TRUE,NA,2,FALSE
NCT01402414,ClinicalTrials.gov,Bochum,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2011-07-19,2011-04-01,2014-02-01,2014,2014-02-01,2014,NA,NA,NA,NA,-109,928,928,NA,Terminated,Not given,10,FALSE,Other,Randomized,TRUE,Single,Radiation,small,TRUE,NA,2,FALSE
NCT02501837,ClinicalTrials.gov,Bonn,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2015-07-15,2014-07-01,2015-06-01,2015,2015-06-01,2015,NA,NA,NA,NA,-379,-44,-44,NA,Completed,Early Phase 1,40,FALSE,Other,Randomized,TRUE,Triple,Drug,small,TRUE,NA,2,FALSE
NCT02364986,ClinicalTrials.gov,Bonn,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2014-12-10,2015-01-01,2017-01-01,2017,2017-01-01,2017,NA,NA,NA,NA,22,753,753,NA,Unknown status,Phase 1,50,TRUE,Other,Not given,NA,None (Open Label),Drug,small,TRUE,NA,2,FALSE
NCT02329912,ClinicalTrials.gov,Bonn,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2014-12-01,2014-12-01,2016-12-01,2016,2016-03-01,2016,NA,NA,NA,NA,0,731,456,NA,Unknown status,Not given,55,FALSE,Other,Non-Randomized,FALSE,None (Open Label),Device,small,TRUE,NA,2,FALSE
NCT01991691,ClinicalTrials.gov,Bonn,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2013-11-17,2013-09-01,2015-12-01,2015,2015-12-01,2015,NA,NA,NA,NA,-77,744,744,NA,Completed,Not given,57,TRUE,Other,Not given,NA,None (Open Label),Device,small,TRUE,NA,2,FALSE
NCT01563614,ClinicalTrials.gov,Bonn,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2012-03-09,2012-03-01,2015-11-01,2015,2015-11-01,2015,NA,NA,NA,NA,-8,1332,1332,NA,Terminated,Phase 1,1,FALSE,Other,Not given,NA,None (Open Label),Radiation,small,TRUE,NA,2,FALSE
NCT01539746,ClinicalTrials.gov,Bonn,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2012-02-21,2013-01-01,2014-12-01,2014,2014-12-01,2014,NA,NA,NA,NA,315,1014,1014,NA,Unknown status,Not given,110,TRUE,Other,Randomized,TRUE,None (Open Label),Procedure,small,TRUE,NA,2,FALSE
NCT01047254,ClinicalTrials.gov,Bonn,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2010-01-11,2010-01-01,2014-07-01,2014,2014-07-01,2014,NA,NA,NA,NA,-10,1632,1632,NA,Completed,Phase 3,110,FALSE,Other,Randomized,TRUE,Quadruple,Drug,small,TRUE,NA,2,FALSE
NCT01561118,ClinicalTrials.gov,Bonn,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2012-03-20,2012-09-01,2017-10-01,2017,2017-10-01,2017,NA,NA,NA,NA,165,2021,2021,NA,Completed,Not given,66,FALSE,Other,Randomized,TRUE,None (Open Label),Other,small,TRUE,NA,2,FALSE
NCT00373438,ClinicalTrials.gov,Bonn,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2006-09-06,2009-01-01,2014-07-01,2014,2014-01-01,2014,NA,NA,NA,NA,848,2855,2674,NA,Unknown status,Phase 2,98,FALSE,Other,Randomized,TRUE,None (Open Label),Procedure,small,TRUE,NA,2,FALSE
NCT04229069,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2020-01-07,2013-01-03,2015-12-30,2015,2014-12-30,2014,NA,NA,NA,NA,-2560,-1469,-1834,NA,Completed,Not given,40,TRUE,Other,Randomized,TRUE,Quadruple,Dietary Supplement,large,TRUE,NA,2,FALSE
NCT03485716,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2018-03-19,2016-08-01,2017-12-31,2017,2017-03-31,2017,NA,NA,NA,NA,-595,-78,-353,NA,Completed,Not given,34,FALSE,Other,Randomized,TRUE,Single,Other,large,TRUE,NA,2,FALSE
NCT02971787,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2016-11-18,2016-11-01,2017-06-01,2017,2017-06-01,2017,NA,NA,NA,NA,-17,195,195,NA,Completed,Not given,8,FALSE,Other,Not given,NA,None (Open Label),Dietary Supplement,large,TRUE,NA,2,FALSE
NCT02888236,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2016-08-30,2016-09-01,2017-07-06,2017,2017-06-20,2017,NA,NA,NA,NA,2,310,294,NA,Completed,Phase 2,36,FALSE,Industry,Randomized,TRUE,Quadruple,Drug,large,TRUE,NA,2,FALSE
NCT02794298,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2016-04-05,2016-04-01,2016-12-01,2016,2016-12-01,2016,NA,NA,NA,NA,-4,240,240,NA,Completed,Not given,32,FALSE,Other,Randomized,TRUE,Single,Device,large,TRUE,NA,2,FALSE
NCT02726048,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2016-03-29,2016-04-01,2017-07-01,2017,2017-07-01,2017,NA,NA,NA,NA,3,459,459,NA,Terminated,Not given,4,FALSE,Industry,Not given,NA,None (Open Label),Device,large,TRUE,NA,2,FALSE
NCT02667964,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2015-11-24,2015-11-01,2017-06-01,2017,2016-11-01,2016,NA,NA,NA,NA,-23,555,343,NA,Unknown status,Not given,60,FALSE,Other,Randomized,TRUE,None (Open Label),Other,large,TRUE,NA,2,FALSE
NCT02633228,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2015-12-14,2014-12-01,2016-06-01,2016,2016-02-01,2016,NA,NA,NA,NA,-378,170,49,NA,Completed,Phase 4,15,FALSE,Other,Not given,NA,None (Open Label),Device,large,TRUE,NA,2,FALSE
NCT02633072,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2015-12-14,2014-09-01,2016-12-01,2016,2016-12-01,2016,NA,NA,NA,NA,-469,353,353,NA,Completed,Phase 4,15,FALSE,Other,Not given,NA,None (Open Label),Device,large,TRUE,NA,2,FALSE
NCT02599740,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2015-11-03,2015-10-01,2015-12-01,2015,2015-12-01,2015,NA,NA,NA,NA,-33,28,28,NA,Completed,Not given,84,FALSE,Industry,Randomized,TRUE,Double,Other,large,TRUE,NA,2,FALSE
NCT02509962,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2015-07-24,2015-07-01,2017-07-01,2017,2016-06-01,2016,NA,NA,NA,NA,-23,708,313,NA,Completed,Not given,14,FALSE,Other,Not given,NA,None (Open Label),Dietary Supplement,large,TRUE,NA,2,FALSE
NCT02478957,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2015-06-19,2015-06-01,2016-06-01,2016,2016-03-01,2016,NA,NA,NA,NA,-18,348,256,NA,Completed,Phase 2,41,TRUE,Industry,Randomized,TRUE,Quadruple,Drug,large,TRUE,NA,2,FALSE
NCT02478034,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2015-06-11,2015-05-01,2016-03-01,2016,2016-03-01,2016,NA,NA,NA,NA,-41,264,264,NA,Completed,Not given,80,FALSE,Other,Randomized,TRUE,Double,Other,large,TRUE,NA,2,FALSE
NCT02478021,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2015-06-11,2014-09-01,2015-05-01,2015,2015-05-01,2015,NA,NA,NA,NA,-283,-41,-41,NA,Completed,Not given,80,FALSE,Other,Randomized,TRUE,Double,Other,large,TRUE,NA,2,FALSE
NCT02398877,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2015-03-09,2013-02-01,2016-02-01,2016,2016-02-01,2016,NA,NA,NA,NA,-766,329,329,NA,Completed,Not given,140,FALSE,Other,Non-Randomized,FALSE,Single,Other,large,TRUE,NA,2,FALSE
NCT02357706,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,TRUE,2017-04-12,2015-01-27,2015-01-01,2015-12-01,2015,2015-06-01,2015,NA,NA,498,681,-26,308,125,NA,Completed,Not given,20,FALSE,Industry,Randomized,TRUE,Single,Device,large,TRUE,NA,2,FALSE
NCT02345278,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2015-01-19,2015-05-01,2015-11-01,2015,2015-11-01,2015,NA,NA,NA,NA,102,286,286,NA,Completed,Phase 1/Phase 2,81,TRUE,Industry,Randomized,TRUE,Quadruple,Drug,large,TRUE,NA,2,FALSE
NCT02339597,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2014-01-27,2014-01-01,2015-11-01,2015,2015-11-01,2015,NA,NA,NA,NA,-26,643,643,NA,Unknown status,Not given,224,FALSE,Other,Randomized,TRUE,None (Open Label),Procedure,large,TRUE,NA,2,FALSE
NCT02314572,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2014-12-08,2013-03-01,2015-06-01,2015,2014-12-01,2014,NA,NA,NA,NA,-647,175,-7,NA,Completed,Phase 4,15,FALSE,Other,Not given,NA,None (Open Label),Device,large,TRUE,NA,2,FALSE
NCT02096913,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2014-03-24,2013-06-01,2017-09-01,2017,2017-09-01,2017,NA,NA,NA,NA,-296,1257,1257,NA,Completed,Phase 1,12,FALSE,Other,Non-Randomized,FALSE,None (Open Label),Drug,large,TRUE,NA,2,FALSE
NCT02094287,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2014-03-17,2010-09-01,2015-02-01,2015,2013-11-01,2013,NA,NA,NA,NA,-1293,321,-136,NA,Completed,Not given,166,TRUE,Other,Randomized,TRUE,Single,Drug,large,TRUE,NA,2,TRUE
NCT02019498,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2013-12-18,2014-04-01,2016-07-01,2016,2016-02-01,2016,NA,NA,NA,NA,104,926,775,NA,Terminated,Not given,50,FALSE,Other,Randomized,TRUE,None (Open Label),Behavioral,large,TRUE,NA,2,FALSE
NCT01974011,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2013-10-28,2013-11-25,2016-01-06,2016,2016-01-05,2016,NA,NA,NA,NA,28,800,799,NA,Completed,Not given,86,FALSE,Other,Randomized,TRUE,None (Open Label),Procedure,large,TRUE,NA,2,FALSE
NCT01888055,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2013-06-25,2013-05-01,2017-12-01,2017,2017-10-01,2017,NA,NA,NA,NA,-55,1620,1559,NA,Unknown status,Not given,15,FALSE,Other,Randomized,TRUE,Double,Device,large,TRUE,NA,2,FALSE
NCT01888029,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2013-06-25,2013-05-01,2017-12-01,2017,2017-10-01,2017,NA,NA,NA,NA,-55,1620,1559,NA,Unknown status,Not given,15,FALSE,Other,Randomized,TRUE,Double,Device,large,TRUE,NA,2,FALSE
NCT01887899,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2013-06-25,2013-05-01,2017-12-01,2017,2017-10-01,2017,NA,NA,NA,NA,-55,1620,1559,NA,Unknown status,Not given,15,FALSE,Other,Randomized,TRUE,Double,Device,large,TRUE,NA,2,FALSE
NCT01840865,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2013-04-18,2013-10-01,2015-01-01,2015,2015-01-01,2015,NA,NA,NA,NA,166,623,623,NA,Completed,Not given,22,FALSE,Other,Randomized,TRUE,Triple,Device,large,TRUE,NA,2,FALSE
NCT01836588,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2013-03-13,2013-03-01,2014-04-01,2014,2014-04-01,2014,NA,NA,NA,NA,-12,384,384,NA,Unknown status,Not given,300,FALSE,Other,Randomized,TRUE,None (Open Label),Procedure,large,TRUE,NA,2,FALSE
NCT01832740,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2013-03-08,2013-01-01,2015-01-01,2015,2015-01-01,2015,NA,NA,NA,NA,-66,664,664,NA,Completed,Not given,22,FALSE,Other,Randomized,TRUE,Triple,Device,large,TRUE,NA,2,FALSE
NCT01815528,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2013-03-14,2013-03-01,2014-02-01,2014,2014-02-01,2014,NA,NA,NA,NA,-13,324,324,NA,Completed,Phase 2,2,FALSE,Other,Non-Randomized,FALSE,None (Open Label),Drug,large,TRUE,NA,2,FALSE
NCT01801787,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2013-02-26,2013-03-01,2015-12-01,2015,2015-12-01,2015,NA,NA,NA,NA,3,1008,1008,NA,Completed,Not given,30,TRUE,Other,Randomized,TRUE,Triple,Device,large,TRUE,NA,2,FALSE
NCT01625572,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2012-06-19,2012-07-01,2015-12-01,2015,2015-07-01,2015,NA,NA,NA,NA,12,1260,1107,NA,Completed,Not given,66,FALSE,Other,Randomized,TRUE,None (Open Label),Procedure,large,TRUE,NA,2,FALSE
NCT01523938,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2012-01-30,2012-03-01,2016-07-01,2016,2014-04-01,2014,NA,NA,NA,NA,31,1614,792,NA,Terminated,Not given,72,FALSE,Other,Randomized,TRUE,None (Open Label),Behavioral,large,TRUE,NA,2,FALSE
NCT01466465,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,FALSE,FALSE,NA,2011-11-01,2011-10-01,2015-01-01,2015,2015-01-01,2015,NA,NA,NA,NA,-31,1157,1157,NA,Completed,Phase 2,35,FALSE,Other,Randomized,TRUE,Double,Drug,large,TRUE,NA,2,FALSE
NCT01456702,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2011-09-29,2014-10-01,2016-03-01,2016,2015-12-01,2015,NA,NA,NA,NA,1098,1615,1524,NA,Unknown status,Not given,300,FALSE,Other,Randomized,TRUE,None (Open Label),Procedure,large,TRUE,NA,2,FALSE
NCT01413243,ClinicalTrials.gov,Berlin,FALSE,NA,NA,NA,NA,No publ,NA,TRUE,FALSE,NA,2011-08-08,2012-09-01,2017-06-01,2017,2016-12-01,2016,NA,NA,NA,NA,390,2124,1942,NA,Terminated,Phase 2,50,FALSE,Other,Randomized,TRUE,Double,Drug,large,TRUE,NA,2,FALSE
