doi,syp_response,can_archive,archiving_locations,inst_repository,versions,submitted_version,accepted_version,published_version,licenses_required,permission_issuer,embargo,date_embargo_elapsed,is_embargo_elapsed,permission_accepted,permission_published
10.1007/s00134-012-2787-6,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc'}],article,,,,,
10.1016/j.schres.2014.03.028,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2015-06-01,True,True,False
10.1097/eja.0000000000000369,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2017-05-01,True,True,False
10.1186/s13104-019-4268-2,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.11607/ijp.4711,no_best_permission,,,,,,,,,,,,,,
10.1016/j.ypmed.2010.07.008,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2011-09-01,True,True,False
10.1001/jama.2013.5823,response,True,['PubMed Central'],False,['publishedVersion'],False,False,True,[],Publisher,6.0,2013-12-19,True,False,False
10.1371/journal.pone.0186967,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1097/qad.0000000000001058,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-nd'}],article,,,,,
10.1016/s1470-2045(11)70397-7,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2012-07-31,True,True,False
10.1111/j.1365-2036.2011.04844.x,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2012-09-19,True,True,False
10.1016/s2213-2600(14)70100-6,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2015-01-01,True,True,False
10.1186/s12931-015-0298-z,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1093/eurheartj/ehz134,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc'}],article,,,,,
10.1007/s00392-015-0909-1,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2017-03-01,True,True,False
10.1007/s10549-014-3249-3,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2016-01-01,True,True,False
10.1093/humrep/deu205,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[],journal,12.0,2015-08-27,True,True,False
10.1136/bjophthalmol-2015-307672,no_embargo_info,True,"['Institutional Repository', 'Funder Designated Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[],Publisher,,,,,
10.1002/jmri.24908,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2016-11-01,True,True,False
10.2337/dc10-1233,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-nd'}],article,,,,,
10.1016/j.ejon.2012.08.002,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2014-06-01,True,True,False
10.1001/jamapsychiatry.2019.1676,response,True,['PubMed Central'],False,['publishedVersion'],False,False,True,[],Publisher,6.0,2020-04-01,True,False,False
10.1055/s-0043-119876,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Funder Designated Repository']",True,['acceptedVersion'],False,True,False,[],Publisher,12.0,2019-05-01,True,True,False
10.1016/j.msksp.2017.08.006,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,,,,,
10.5665/sleep.1166,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[],journal,12.0,2012-08-01,True,True,False
10.1007/s00402-015-2227-5,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2016-07-01,True,True,False
10.1177/1357633x16668436,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,,,,,
10.1016/j.jvs.2012.09.079,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2014-04-01,True,True,False
10.1111/ecc.12458,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2017-02-09,True,True,False
10.3389/fneur.2017.00153,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1007/s00702-016-1588-4,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2017-10-01,True,True,False
10.1371/journal.pone.0077954,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1093/annonc/mdt254,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[],journal,12.0,2014-10-01,True,True,False
10.1186/s40635-019-0277-7,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.3390/ijms17101667,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1097/md.0000000000001764,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC BY-NC'}]",Journal,0.0,,True,False,True
10.1016/j.neuroimage.2015.09.050,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC BY-NC-ND'}]",Journal,0.0,,True,False,True
10.1093/eurheartj/ehv292,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[],journal,12.0,2016-10-01,True,True,False
10.1038/ajg.2012.136,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2013-08-01,True,True,False
10.1186/s12871-017-0435-y,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1378/chest.11-0253,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2012-10-01,True,True,False
10.3325/cmj.2010.51.493,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY-NC-ND'}],Journal,0.0,,True,False,True
10.1038/leu.2016.334,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-nd'}],article,,,,,
10.1002/art.37785,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,,,,,
10.1159/000363430,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2015-01-01,True,True,False
10.1055/s-0029-1222046,no_best_permission,,,,,,,,,,,,,,
10.23736/s1973-9087.20.05921-3,no_embargo_info,,,,[],,,,[],Publisher,,,,,
10.12968/ijtr.2018.0057,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[],Publisher,6.0,2020-05-01,True,True,False
10.1371/journal.pone.0212023,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1038/ajg.2013.197,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2014-09-01,True,True,False
10.1182/blood-2014-03-563627,response,True,['Institutional Repository'],True,"['publishedVersion', 'acceptedVersion']",False,True,True,[],journal,12.0,2015-12-18,True,True,True
10.3389/fnins.2018.00068,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1016/j.jdent.2016.10.002,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2017-12-01,True,True,False
10.1186/s12986-017-0175-5,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1093/europace/eus084,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[],journal,12.0,2013-10-01,True,True,False
10.1055/a-0637-1725,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Funder Designated Repository']",True,['acceptedVersion'],False,True,False,[],Publisher,12.0,2020-06-01,True,True,False
10.2340/00015555-2593,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY-NC'}],Journal,0.0,,True,False,True
10.1200/jco.2011.41.1553,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['publishedVersion', 'acceptedVersion']",False,True,True,[{'type': 'other-closed'}],Publisher,12.0,2014-01-20,True,True,True
10.1371/journal.pone.0026166,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1371/journal.pone.0121478,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1111/exd.12428,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2015-07-01,True,True,False
10.1093/brain/awr170,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc'}],article,,,,,
10.1111/clr.12079,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2013-12-05,True,True,False
10.1016/j.jcf.2016.05.003,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2017-11-01,True,True,False
10.1016/j.euroneuro.2017.11.003,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2019-01-01,True,True,False
10.1093/jac/dkq458,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[],journal,12.0,2011-12-31,True,True,False
10.1016/s2352-3026(15)00251-3,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2016-07-31,True,True,False
10.1016/j.seizure.2013.05.010,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2014-11-01,True,True,False
10.1200/jco.2015.64.0862,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['publishedVersion', 'acceptedVersion']",False,True,True,[{'type': 'other-closed'}],Publisher,12.0,2017-02-20,True,True,True
10.1016/j.jcrs.2017.06.041,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2018-09-01,True,True,False
10.1186/1472-6882-11-63,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1016/s0140-6736(16)32187-0,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2017-05-31,True,True,False
10.1186/s12885-018-5223-7,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1016/j.ijcard.2015.11.180,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2017-02-01,True,True,False
10.1111/jch.12851,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,,,,,
10.1001/jama.2019.4755,response,True,['PubMed Central'],False,['publishedVersion'],False,False,True,[],Publisher,6.0,2019-11-07,True,False,False
10.1001/jama.2015.4189,response,True,['PubMed Central'],False,['publishedVersion'],False,False,True,[],Publisher,6.0,2015-12-02,True,False,False
10.1159/000447671,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2017-01-01,True,True,False
10.1161/jaha.116.003905,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC BY-NC'}, {'type': 'CC BY-NC-ND'}]",Journal,0.0,,True,False,True
10.1186/1471-2407-14-635,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.3945/ajcn.116.140046,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[],Publisher,,,,,
10.1056/nejmoa1007964,response,True,['Institutional Repository'],True,['publishedVersion'],False,False,True,[{'type': 'Other (non-commercial)'}],journal,6.0,2011-05-10,True,False,True
10.1128/aac.05134-11,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Funder Designated Repository']",True,['acceptedVersion'],False,True,False,[],Publisher,,,,,
10.1097/aap.0000000000000573,no_embargo_info,True,"['Institutional Repository', 'Funder Designated Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[],Publisher,,,,,
10.1016/s0140-6736(17)30067-3,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2017-10-01,True,True,False
10.1161/circep.113.000066,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2014-10-01,True,True,False
10.1177/0269215515600206,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,,,,,
10.1097/eja.0b013e32834cd6de,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2013-02-01,True,True,False
10.1161/strokeaha.114.005795,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2015-11-01,True,True,False
10.1016/j.clbc.2016.11.008,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2018-07-01,True,True,False
10.1016/s2215-0366(17)30291-2,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2018-03-01,True,True,False
10.1055/s-0034-1377628,no_best_permission,,,,,,,,,,,,,,
10.1186/s12885-016-2449-0,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1002/ijc.33349,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by'}],article,,,,,
10.1016/j.ctim.2012.11.003,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC BY-NC-ND'}]",Journal,0.0,,True,False,True
10.1161/circulationaha.117.032722,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2020-01-22,True,True,False
10.1185/03007995.2014.880674,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'cc-by-nc'}],journal,12.0,2015-05-01,True,True,False
10.1007/s00345-013-1126-z,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2014-07-03,True,True,False
10.1016/j.jaad.2019.02.044,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-nd'}],article,,,,,
10.1016/j.jacc.2014.04.072,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-nd'}],article,,,,,
10.1002/pon.3329,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2014-12-01,True,True,False
10.1186/1471-2431-12-152,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1093/eurheartj/ehw345,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[],journal,12.0,2017-12-01,True,True,False
10.1111/epi.12042,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2013-12-06,True,True,False
10.1159/000376551,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2016-01-01,True,True,False
10.1371/journal.pone.0160142,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1159/000364946,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2015-01-01,True,True,False
10.1016/j.gaitpost.2012.02.017,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2013-06-01,True,True,False
10.1016/j.jpsychores.2017.08.010,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2018-10-01,True,True,False
10.1111/j.1524-4725.2011.02146.x,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2013-01-01,True,True,False
10.1056/nejmoa1808424,response,True,['Institutional Repository'],True,['publishedVersion'],False,False,True,[{'type': 'Other (non-commercial)'}],journal,6.0,2019-08-27,True,False,True
10.1037/ccp0000013,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Funder Designated Repository', ' Preprint Server']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2016-08-01,True,True,False
10.1159/000353990,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2014-01-01,True,True,False
10.1007/s00270-014-1012-0,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by'}],article,,,,,
10.1371/journal.pone.0074537,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.3171/2015.10.jns15926,no_embargo_info,,,,[],,,,[],Publisher,,,,,
10.1002/mds.26630,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2017-08-01,True,True,False
10.1007/s00394-015-0916-z,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2017-04-01,True,True,False
10.1155/2017/5068969,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1530/eje-16-0357,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by'}],article,,,,,
10.1111/j.1477-2574.2012.00583.x,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2014-01-01,True,True,False
10.1007/s00406-018-0941-z,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2019-09-08,True,True,False
10.1016/j.ajog.2015.05.026,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2016-10-01,True,True,False
10.1007/s00417-013-2428-y,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2014-07-28,True,True,False
10.1016/j.brs.2016.11.007,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC BY-NC-ND'}]",Journal,0.0,,True,False,True
10.1038/s41467-018-05614-6,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1007/s00125-013-3120-9,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2015-03-01,True,True,False
10.1001/jama.2016.16623,response,True,['PubMed Central'],False,['publishedVersion'],False,False,True,[],Publisher,6.0,2017-05-14,True,False,False
10.1016/j.jcin.2017.04.024,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2018-07-01,True,True,False
10.3389/fnins.2019.00042,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1186/s13063-016-1434-x,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1186/s12904-018-0326-0,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1038/s41375-019-0395-y,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by'}],article,,,,,
10.1056/nejmoa1316158,response,True,['Institutional Repository'],True,['publishedVersion'],False,False,True,[{'type': 'Other (non-commercial)'}],journal,6.0,2015-01-17,True,False,True
10.1186/1476-511x-10-130,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1016/j.brat.2011.12.003,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,24.0,2014-03-01,True,True,False
10.1186/s13054-015-1159-3,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1055/s-0042-110933,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Funder Designated Repository']",True,['acceptedVersion'],False,True,False,[],Publisher,12.0,2017-07-21,True,True,False
10.1007/s00784-013-1164-3,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2015-01-10,True,True,False
10.1185/03007995.2016.1146666,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'cc-by-nc'}],journal,12.0,2017-05-03,True,True,False
10.1038/ki.2011.349,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2013-02-01,True,True,False
10.1016/s0016-5085(15)31431-1,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2016-04-01,True,True,False
10.1007/s00066-013-0378-2,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2014-08-01,True,True,False
10.1016/j.ejca.2017.12.001,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2019-02-01,True,True,False
10.1016/j.ophtha.2012.07.068,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2014-02-01,True,True,False
10.1093/eurheartj/ehx235,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[],journal,12.0,2018-08-01,True,True,False
10.1016/j.jacc.2014.06.1198,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2015-10-01,True,True,False
